Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Hombres;10 Comunitat Valenciana;Analfabetos;2022T1;1,0
Hombres;10 Comunitat Valenciana;Analfabetos;2021T4;0,9
Hombres;10 Comunitat Valenciana;Analfabetos;2021T3;1,0
Hombres;10 Comunitat Valenciana;Analfabetos;2021T2;0,9
Hombres;10 Comunitat Valenciana;Analfabetos;2021T1;0,9
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2023T4;3,4
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2023T3;3,9
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2023T2;3,5
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2023T1;3,3
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2022T4;3,5
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2022T3;3,3
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2022T2;3,2
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2022T1;3,3
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2021T4;3,4
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2021T3;2,9
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2021T2;3,1
Hombres;10 Comunitat Valenciana;Estudios primarios incompletos;2021T1;3,4
Hombres;10 Comunitat Valenciana;Educación primaria;2023T4;7,0
Hombres;10 Comunitat Valenciana;Educación primaria;2023T3;7,6
Hombres;10 Comunitat Valenciana;Educación primaria;2023T2;7,7
Hombres;10 Comunitat Valenciana;Educación primaria;2023T1;7,9
Hombres;10 Comunitat Valenciana;Educación primaria;2022T4;7,5
Hombres;10 Comunitat Valenciana;Educación primaria;2022T3;7,4
Hombres;10 Comunitat Valenciana;Educación primaria;2022T2;8,2
Hombres;10 Comunitat Valenciana;Educación primaria;2022T1;6,8
Hombres;10 Comunitat Valenciana;Educación primaria;2021T4;7,4
Hombres;10 Comunitat Valenciana;Educación primaria;2021T3;7,9
Hombres;10 Comunitat Valenciana;Educación primaria;2021T2;7,9
Hombres;10 Comunitat Valenciana;Educación primaria;2021T1;7,0
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2023T4;36,3
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2023T3;34,9
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2023T2;35,9
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2023T1;37,4
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2022T4;38,1
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2022T3;35,7
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2022T2;36,2
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2022T1;37,1
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2021T4;35,4
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2021T3;34,1
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2021T2;34,1
Hombres;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2021T1;36,1
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2023T4;11,4
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2023T3;12,3
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2023T2;12,1
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2023T1;11,8
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2022T4;12,4
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2022T3;13,2
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2022T2;13,7
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2022T1;13,9
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2021T4;14,7
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2021T3;15,1
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2021T2;14,6
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2021T1;14,5
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;10,8
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;10,1
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;9,9
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;9,5
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;8,9
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;9,6
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;9,1
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;8,8
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;8,5
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;9,0
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;8,4
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;8,2
Hombres;10 Comunitat Valenciana;Educación superior;2023T4;30,0
Hombres;10 Comunitat Valenciana;Educación superior;2023T3;30,4
Hombres;10 Comunitat Valenciana;Educación superior;2023T2;30,2
Hombres;10 Comunitat Valenciana;Educación superior;2023T1;29,3
Hombres;10 Comunitat Valenciana;Educación superior;2022T4;28,7
Hombres;10 Comunitat Valenciana;Educación superior;2022T3;29,8
Hombres;10 Comunitat Valenciana;Educación superior;2022T2;28,7
Hombres;10 Comunitat Valenciana;Educación superior;2022T1;29,1
Hombres;10 Comunitat Valenciana;Educación superior;2021T4;29,8
Hombres;10 Comunitat Valenciana;Educación superior;2021T3;30,0
Hombres;10 Comunitat Valenciana;Educación superior;2021T2;31,0
Hombres;10 Comunitat Valenciana;Educación superior;2021T1;30,0
Hombres;11 Extremadura;Analfabetos;2023T4;1,5
Hombres;11 Extremadura;Analfabetos;2023T3;1,5
Hombres;11 Extremadura;Analfabetos;2023T2;1,5
Hombres;11 Extremadura;Analfabetos;2023T1;1,5
Hombres;11 Extremadura;Analfabetos;2022T4;1,6
Hombres;11 Extremadura;Analfabetos;2022T3;1,8
Hombres;11 Extremadura;Analfabetos;2022T2;1,5
Hombres;11 Extremadura;Analfabetos;2022T1;1,2
Hombres;11 Extremadura;Analfabetos;2021T4;1,4
Hombres;11 Extremadura;Analfabetos;2021T3;1,5
Hombres;11 Extremadura;Analfabetos;2021T2;1,7
Hombres;11 Extremadura;Analfabetos;2021T1;1,7
Hombres;11 Extremadura;Estudios primarios incompletos;2023T4;5,4
Hombres;11 Extremadura;Estudios primarios incompletos;2023T3;6,9
Hombres;11 Extremadura;Estudios primarios incompletos;2023T2;6,1
Hombres;11 Extremadura;Estudios primarios incompletos;2023T1;6,3
Hombres;11 Extremadura;Estudios primarios incompletos;2022T4;6,0
Hombres;11 Extremadura;Estudios primarios incompletos;2022T3;6,0
Hombres;11 Extremadura;Estudios primarios incompletos;2022T2;7,1
Hombres;11 Extremadura;Estudios primarios incompletos;2022T1;7,1
Hombres;11 Extremadura;Estudios primarios incompletos;2021T4;7,3
Hombres;11 Extremadura;Estudios primarios incompletos;2021T3;7,4
Hombres;11 Extremadura;Estudios primarios incompletos;2021T2;7,4
Hombres;11 Extremadura;Estudios primarios incompletos;2021T1;7,1
Hombres;11 Extremadura;Educación primaria;2023T4;11,6
Hombres;11 Extremadura;Educación primaria;2023T3;12,3
Hombres;11 Extremadura;Educación primaria;2023T2;12,3
Hombres;11 Extremadura;Educación primaria;2023T1;12,5
Hombres;11 Extremadura;Educación primaria;2022T4;11,4
Hombres;11 Extremadura;Educación primaria;2022T3;12,0
Hombres;11 Extremadura;Educación primaria;2022T2;12,5
Hombres;11 Extremadura;Educación primaria;2022T1;12,6
Hombres;11 Extremadura;Educación primaria;2021T4;13,7
Hombres;11 Extremadura;Educación primaria;2021T3;12,6
Hombres;11 Extremadura;Educación primaria;2021T2;12,7
Hombres;11 Extremadura;Educación primaria;2021T1;13,2
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2023T4;37,4
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2023T3;35,4
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2023T2;36,4
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2023T1;37,4
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2022T4;38,0
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2022T3;38,6
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2022T2;38,0
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2022T1;38,6
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2021T4;37,8
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2021T3;37,1
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2021T2;37,0
Hombres;11 Extremadura;Primera etapa de Educación Secundaria y similar;2021T1;37,5
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2023T4;11,3
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2023T3;11,2
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2023T2;11,3
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2023T1;11,3
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2022T4;12,1
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2022T3;10,8
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2022T2;11,8
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2022T1;11,3
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2021T4;11,7
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2021T3;12,0
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2021T2;12,0
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2021T1;12,7
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;7,9
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;7,9
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;8,4
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;8,3
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;8,7
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;8,5
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;7,8
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;7,5
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;7,9
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;8,6
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;7,7
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;8,2
Hombres;11 Extremadura;Educación superior;2023T4;24,8
Hombres;11 Extremadura;Educación superior;2023T3;24,7
Hombres;11 Extremadura;Educación superior;2023T2;23,9
Hombres;11 Extremadura;Educación superior;2023T1;22,8
Hombres;11 Extremadura;Educación superior;2022T4;22,2
Hombres;11 Extremadura;Educación superior;2022T3;22,3
Hombres;11 Extremadura;Educación superior;2022T2;21,3
Hombres;11 Extremadura;Educación superior;2022T1;21,6
Hombres;11 Extremadura;Educación superior;2021T4;20,2
Hombres;11 Extremadura;Educación superior;2021T3;20,8
Hombres;11 Extremadura;Educación superior;2021T2;21,5
Hombres;11 Extremadura;Educación superior;2021T1;19,8
Hombres;12 Galicia;Analfabetos;2023T4;0,5
Hombres;12 Galicia;Analfabetos;2023T3;0,5
Hombres;12 Galicia;Analfabetos;2023T2;0,7
Hombres;12 Galicia;Analfabetos;2023T1;0,7
Hombres;12 Galicia;Analfabetos;2022T4;0,7
Hombres;12 Galicia;Analfabetos;2022T3;0,7
Hombres;12 Galicia;Analfabetos;2022T2;0,7
Hombres;12 Galicia;Analfabetos;2022T1;0,6
Hombres;12 Galicia;Analfabetos;2021T4;0,4
Hombres;12 Galicia;Analfabetos;2021T3;0,5
Hombres;12 Galicia;Analfabetos;2021T2;0,5
Hombres;12 Galicia;Analfabetos;2021T1;0,5
Hombres;12 Galicia;Estudios primarios incompletos;2023T4;2,2
Hombres;12 Galicia;Estudios primarios incompletos;2023T3;2,2
Hombres;12 Galicia;Estudios primarios incompletos;2023T2;2,8
Hombres;12 Galicia;Estudios primarios incompletos;2023T1;2,8
Hombres;12 Galicia;Estudios primarios incompletos;2022T4;3,2
Hombres;12 Galicia;Estudios primarios incompletos;2022T3;3,1
Hombres;12 Galicia;Estudios primarios incompletos;2022T2;3,5
Hombres;12 Galicia;Estudios primarios incompletos;2022T1;3,6
Hombres;12 Galicia;Estudios primarios incompletos;2021T4;3,6
Hombres;12 Galicia;Estudios primarios incompletos;2021T3;3,6
Hombres;12 Galicia;Estudios primarios incompletos;2021T2;3,7
Hombres;12 Galicia;Estudios primarios incompletos;2021T1;3,7
Hombres;12 Galicia;Educación primaria;2023T4;9,8
Hombres;12 Galicia;Educación primaria;2023T3;9,2
Hombres;12 Galicia;Educación primaria;2023T2;8,9
Hombres;12 Galicia;Educación primaria;2023T1;8,5
Hombres;12 Galicia;Educación primaria;2022T4;8,1
Hombres;12 Galicia;Educación primaria;2022T3;7,6
Hombres;12 Galicia;Educación primaria;2022T2;7,9
Hombres;12 Galicia;Educación primaria;2022T1;8,1
Hombres;12 Galicia;Educación primaria;2021T4;8,7
Hombres;12 Galicia;Educación primaria;2021T3;9,0
Hombres;12 Galicia;Educación primaria;2021T2;8,9
Hombres;12 Galicia;Educación primaria;2021T1;9,4
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2023T4;35,7
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2023T3;36,4
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2023T2;36,5
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2023T1;36,5
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2022T4;36,6
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2022T3;36,8
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2022T2;37,0
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2022T1;37,2
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2021T4;36,8
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2021T3;36,1
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2021T2;36,7
Hombres;12 Galicia;Primera etapa de Educación Secundaria y similar;2021T1;36,3
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2023T4;13,3
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2023T3;14,1
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2023T2;13,9
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2023T1;13,9
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2022T4;13,9
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2022T3;13,2
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2022T2;12,5
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2022T1;12,0
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2021T4;12,3
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2021T3;12,7
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2021T2;12,9
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2021T1;12,6
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;9,1
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;8,8
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;8,8
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;9,1
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;8,9
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;8,9
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;8,4
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;8,5
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;8,5
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;8,2
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;7,9
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;8,1
Hombres;12 Galicia;Educación superior;2023T4;29,4
Hombres;12 Galicia;Educación superior;2023T3;28,9
Hombres;12 Galicia;Educación superior;2023T2;28,4
Hombres;12 Galicia;Educación superior;2023T1;28,4
Hombres;12 Galicia;Educación superior;2022T4;28,7
Hombres;12 Galicia;Educación superior;2022T3;29,6
Hombres;12 Galicia;Educación superior;2022T2;30,0
Hombres;12 Galicia;Educación superior;2022T1;30,0
Hombres;12 Galicia;Educación superior;2021T4;29,7
Hombres;12 Galicia;Educación superior;2021T3;29,8
Hombres;12 Galicia;Educación superior;2021T2;29,5
Hombres;12 Galicia;Educación superior;2021T1;29,4
Hombres;13 Madrid, Comunidad de;Analfabetos;2023T4;0,6
Hombres;13 Madrid, Comunidad de;Analfabetos;2023T3;0,6
Hombres;13 Madrid, Comunidad de;Analfabetos;2023T2;0,4
Hombres;13 Madrid, Comunidad de;Analfabetos;2023T1;0,4
Hombres;13 Madrid, Comunidad de;Analfabetos;2022T4;0,4
Hombres;13 Madrid, Comunidad de;Analfabetos;2022T3;0,4
Hombres;13 Madrid, Comunidad de;Analfabetos;2022T2;0,5
Hombres;13 Madrid, Comunidad de;Analfabetos;2022T1;0,4
Hombres;13 Madrid, Comunidad de;Analfabetos;2021T4;0,5
Hombres;13 Madrid, Comunidad de;Analfabetos;2021T3;0,4
Hombres;13 Madrid, Comunidad de;Analfabetos;2021T2;0,4
Hombres;13 Madrid, Comunidad de;Analfabetos;2021T1;0,5
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2023T4;1,5
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2023T3;1,7
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2023T2;2,1
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2023T1;2,1
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2022T4;1,6
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2022T3;1,8
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2022T2;2,0
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2022T1;2,1
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2021T4;2,2
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2021T3;2,4
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2021T2;2,3
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2021T1;2,0
Hombres;13 Madrid, Comunidad de;Educación primaria;2023T4;8,9
Hombres;13 Madrid, Comunidad de;Educación primaria;2023T3;8,4
Hombres;13 Madrid, Comunidad de;Educación primaria;2023T2;9,4
Hombres;13 Madrid, Comunidad de;Educación primaria;2023T1;9,2
Hombres;13 Madrid, Comunidad de;Educación primaria;2022T4;9,1
Hombres;13 Madrid, Comunidad de;Educación primaria;2022T3;7,3
Hombres;13 Madrid, Comunidad de;Educación primaria;2022T2;6,8
Hombres;13 Madrid, Comunidad de;Educación primaria;2022T1;7,3
Hombres;13 Madrid, Comunidad de;Educación primaria;2021T4;6,9
Hombres;13 Madrid, Comunidad de;Educación primaria;2021T3;8,2
Hombres;13 Madrid, Comunidad de;Educación primaria;2021T2;7,3
Hombres;13 Madrid, Comunidad de;Educación primaria;2021T1;7,2
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2023T4;23,9
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2023T3;23,2
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2023T2;22,5
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2023T1;22,6
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2022T4;23,2
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2022T3;22,7
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2022T2;22,5
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2022T1;23,2
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2021T4;23,6
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2021T3;23,0
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2021T2;24,7
Hombres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2021T1;24,7
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2023T4;17,9
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2023T3;18,2
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2023T2;19,1
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2023T1;19,6
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022T4;20,3
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022T3;20,6
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022T2;20,7
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022T1;19,5
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021T4;19,3
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021T3;19,1
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021T2;18,4
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021T1;18,5
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;6,5
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;6,7
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;6,4
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;6,7
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;6,0
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;5,9
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;6,1
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;6,1
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;6,1
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;6,0
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;5,8
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;6,0
Hombres;13 Madrid, Comunidad de;Educación superior;2023T4;40,7
Hombres;13 Madrid, Comunidad de;Educación superior;2023T3;41,1
Hombres;13 Madrid, Comunidad de;Educación superior;2023T2;40,2
Hombres;13 Madrid, Comunidad de;Educación superior;2023T1;39,3
Hombres;13 Madrid, Comunidad de;Educación superior;2022T4;39,3
Hombres;13 Madrid, Comunidad de;Educación superior;2022T3;41,3
Hombres;13 Madrid, Comunidad de;Educación superior;2022T2;41,3
Hombres;13 Madrid, Comunidad de;Educación superior;2022T1;41,4
Hombres;13 Madrid, Comunidad de;Educación superior;2021T4;41,5
Hombres;13 Madrid, Comunidad de;Educación superior;2021T3;40,8
Hombres;13 Madrid, Comunidad de;Educación superior;2021T2;41,1
Hombres;13 Madrid, Comunidad de;Educación superior;2021T1;41,3
Hombres;14 Murcia, Región de;Analfabetos;2023T4;2,2
Hombres;14 Murcia, Región de;Analfabetos;2023T3;2,4
Hombres;14 Murcia, Región de;Analfabetos;2023T2;1,9
Hombres;14 Murcia, Región de;Analfabetos;2023T1;2,1
Hombres;14 Murcia, Región de;Analfabetos;2022T4;2,1
Hombres;14 Murcia, Región de;Analfabetos;2022T3;2,0
Hombres;14 Murcia, Región de;Analfabetos;2022T2;1,8
Hombres;14 Murcia, Región de;Analfabetos;2022T1;2,1
Hombres;14 Murcia, Región de;Analfabetos;2021T4;1,9
Hombres;14 Murcia, Región de;Analfabetos;2021T3;1,6
Hombres;14 Murcia, Región de;Analfabetos;2021T2;2,0
Hombres;14 Murcia, Región de;Analfabetos;2021T1;1,6
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2023T4;5,0
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2023T3;6,1
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2023T2;6,2
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2023T1;5,0
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2022T4;5,2
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2022T3;5,7
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2022T2;6,1
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2022T1;5,7
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2021T4;5,6
